Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S4529,John,Davis,student4529@univ.edu,Male,20,Business,86.68,58.38,52.42,82.17,89.67,44.39,98.5,69.432,C
S4530,Sara,Johnson,student4530@univ.edu,Female,19,Mathematics,70.99,68.69,61.05,72.14,66.08,97.1,95.81,71.017,B
S4531,Ahmed,Davis,student4531@univ.edu,Female,25,Engineering,83.99,60.24,87.21,86.46,81.16,93.04,87.28,81.075,B
S4532,Liam,Jones,student4532@univ.edu,Male,19,Business,79.93,59.56,87.33,65.54,63.76,77.26,89.3,75.104,B
S4533,Sara,Jones,student4533@univ.edu,Male,18,Engineering,65.82,73.55,97.27,88.88,80.42,90.19,62.72,82.629,B
S4534,Emma,Williams,student4534@univ.edu,Male,23,CS,52.11,42.86,67.04,61.94,51.56,97.11,85.42,61.739,C
S4535,Maria,Williams,student4535@univ.edu,Male,22,Business,80.8,67.24,78.43,94.51,51.85,92.66,80.4,77.092,B
S4536,John,Brown,student4536@univ.edu,Female,21,Engineering,98.66,66.83,97.3,83.68,79.43,99.87,50.03,82.913,B
S4537,Maria,Davis,student4537@univ.edu,Male,23,Business,62.35,55.67,68.73,52.45,83.11,76.94,85.89,66.603,C
S4538,Liam,Davis,student4538@univ.edu,Female,20,Mathematics,72.27,75.66,70.97,86.83,95.91,44.99,55.2,74.035,B
S4539,Sara,Davis,student4539@univ.edu,Male,21,Business,96.35,87.66,82.09,84.41,73.0,44.15,77.76,81.739,B
S4540,Omar,Smith,student4540@univ.edu,Male,21,Mathematics,68.23,42.76,91.5,98.54,50.57,75.8,89.48,75.401,B
S4541,Ali,Davis,student4541@univ.edu,Female,25,CS,95.52,60.79,76.31,87.87,60.97,93.16,51.92,73.731,B
S4542,Ali,Johnson,student4542@univ.edu,Female,22,Engineering,97.44,85.19,81.1,92.24,94.26,98.52,43.82,83.682,B
S4543,Omar,Johnson,student4543@univ.edu,Female,23,Engineering,90.54,77.5,83.17,65.35,87.01,86.19,98.41,82.159,B
S4544,John,Davis,student4544@univ.edu,Male,23,Business,89.64,75.91,72.66,51.16,93.11,98.99,85.37,76.416,B
S4545,John,Johnson,student4545@univ.edu,Female,18,CS,92.52,87.36,98.57,73.21,50.55,66.96,70.2,82.7,B
S4546,Emma,Brown,student4546@univ.edu,Female,22,Mathematics,95.57,54.83,89.63,63.51,60.8,52.56,70.01,72.648,B
S4547,Ali,Jones,student4547@univ.edu,Male,22,Engineering,66.83,40.14,70.18,76.13,69.04,76.89,92.12,67.145,C
S4548,Ahmed,Jones,student4548@univ.edu,Female,22,CS,66.83,42.32,55.18,68.55,54.92,88.81,68.74,58.79,D
S4549,John,Smith,student4549@univ.edu,Female,25,CS,91.75,77.23,92.16,68.1,79.4,71.23,61.11,80.097,B
S4550,Maria,Johnson,student4550@univ.edu,Female,22,CS,73.35,48.25,99.89,54.0,58.47,45.69,41.53,67.337,C
S4551,John,Johnson,student4551@univ.edu,Male,24,Engineering,76.86,51.92,42.73,71.18,63.45,67.68,63.38,57.633,D
S4552,Ali,Jones,student4552@univ.edu,Male,20,Engineering,76.37,77.21,40.55,52.61,91.5,69.36,49.66,60.72,C
S4553,Sara,Brown,student4553@univ.edu,Male,23,Business,64.54,40.62,62.26,65.51,66.17,87.59,52.02,59.281,D
S4554,Ali,Brown,student4554@univ.edu,Female,19,Engineering,56.2,42.32,82.93,75.62,86.62,46.04,94.48,70.718,B
S4555,Maria,Williams,student4555@univ.edu,Female,24,Mathematics,54.14,70.24,82.32,73.52,61.12,68.65,75.76,72.306,B
S4556,Liam,Smith,student4556@univ.edu,Male,23,Business,81.78,93.54,49.96,93.98,99.57,42.25,59.03,73.944,B
S4557,John,Johnson,student4557@univ.edu,Male,22,Engineering,89.95,53.74,62.85,77.9,73.92,72.67,99.05,71.214,B
S4558,John,Jones,student4558@univ.edu,Male,22,Mathematics,98.66,94.27,60.36,76.92,92.08,86.24,65.07,78.393,B
S4559,Emma,Johnson,student4559@univ.edu,Female,22,CS,83.43,75.55,50.19,70.35,54.26,46.85,42.43,61.074,C
S4560,Ahmed,Davis,student4560@univ.edu,Female,20,Business,91.68,49.16,75.2,61.51,68.99,49.04,67.48,66.886,C
S4561,Ali,Smith,student4561@univ.edu,Male,21,CS,96.56,81.17,45.74,87.28,68.72,43.71,44.87,66.248,C
S4562,Liam,Davis,student4562@univ.edu,Female,18,Engineering,91.96,76.8,55.02,99.19,77.45,64.82,91.63,76.09,B
S4563,Omar,Jones,student4563@univ.edu,Male,23,CS,69.45,71.6,56.78,66.22,90.96,66.08,40.84,64.716,C
S4564,Ali,Davis,student4564@univ.edu,Female,18,Mathematics,81.04,57.6,48.79,67.38,97.15,53.74,53.0,62.07,C
S4565,Maria,Williams,student4565@univ.edu,Female,20,Business,53.75,72.66,99.88,61.15,81.4,68.8,66.54,77.277,B
S4566,Sara,Davis,student4566@univ.edu,Female,19,Engineering,99.09,67.64,60.39,76.5,75.75,45.42,93.83,72.258,B
S4567,Sara,Jones,student4567@univ.edu,Female,23,Engineering,99.68,51.18,64.19,50.16,95.88,74.03,69.22,67.197,C
S4568,Liam,Davis,student4568@univ.edu,Male,24,CS,76.69,87.67,65.27,71.03,59.97,73.31,69.24,72.025,B
S4569,Sara,Johnson,student4569@univ.edu,Male,25,Engineering,83.73,85.55,79.6,87.32,76.08,62.53,72.65,80.461,B
S4570,Ahmed,Smith,student4570@univ.edu,Female,21,CS,84.82,70.0,82.85,72.43,88.78,45.46,97.5,79.102,B
S4571,John,Brown,student4571@univ.edu,Male,24,Business,89.37,70.12,91.28,65.17,61.31,62.44,64.88,75.861,B
S4572,Sara,Johnson,student4572@univ.edu,Female,25,Engineering,79.08,68.43,48.86,93.37,93.72,41.79,73.67,69.086,C
S4573,Ahmed,Smith,student4573@univ.edu,Male,25,Business,60.67,80.52,40.77,78.91,81.92,62.49,63.22,63.877,C
S4574,Ahmed,Brown,student4574@univ.edu,Male,18,Business,58.16,71.3,64.2,88.29,99.63,49.68,97.45,74.772,B
S4575,Omar,Johnson,student4575@univ.edu,Male,25,Engineering,61.48,59.34,84.53,75.5,62.95,74.56,89.58,73.681,B
S4576,Ali,Davis,student4576@univ.edu,Female,25,Mathematics,52.47,77.99,90.95,63.27,95.37,41.6,45.15,73.752,B
S4577,Ali,Smith,student4577@univ.edu,Male,23,CS,74.22,79.18,94.29,84.78,96.44,58.59,52.02,82.038,B
S4578,John,Smith,student4578@univ.edu,Male,19,Mathematics,75.16,75.17,79.42,74.72,78.48,53.69,88.89,77.005,B
S4579,Sara,Brown,student4579@univ.edu,Female,18,CS,78.62,94.44,70.07,90.83,77.04,64.1,77.16,80.02,B
S4580,John,Williams,student4580@univ.edu,Female,20,Mathematics,89.96,63.1,94.57,64.75,52.5,42.96,74.98,74.596,B
S4581,Sara,Smith,student4581@univ.edu,Female,20,Mathematics,85.47,61.85,88.68,95.31,59.59,57.75,61.11,76.775,B
S4582,John,Williams,student4582@univ.edu,Male,19,Mathematics,75.44,78.44,41.76,92.62,86.66,45.95,72.35,67.852,C
S4583,Sara,Smith,student4583@univ.edu,Male,22,CS,89.97,76.68,88.12,86.92,61.18,58.6,49.48,77.803,B
S4584,Sara,Smith,student4584@univ.edu,Male,19,Mathematics,80.84,67.23,54.06,55.21,92.03,56.38,48.57,62.909,C
S4585,Maria,Williams,student4585@univ.edu,Male,18,Mathematics,92.36,86.43,55.1,68.42,55.49,48.36,44.1,65.692,C
S4586,Maria,Davis,student4586@univ.edu,Female,18,Mathematics,57.33,46.0,98.82,50.12,82.25,99.4,43.83,69.675,C
S4587,Sara,Brown,student4587@univ.edu,Female,23,CS,69.18,47.46,93.05,58.66,59.23,94.22,82.19,71.977,B
S4588,Omar,Johnson,student4588@univ.edu,Male,21,Engineering,54.91,91.76,79.19,79.67,56.95,42.57,73.57,74.731,B
S4589,John,Smith,student4589@univ.edu,Male,23,Engineering,56.14,94.86,98.85,71.19,81.65,50.93,77.77,83.408,B
S4590,John,Williams,student4590@univ.edu,Female,22,Engineering,67.96,51.16,77.87,59.36,74.2,79.76,53.83,66.084,C
S4591,Emma,Jones,student4591@univ.edu,Female,24,CS,52.47,61.43,86.58,89.18,85.49,92.38,68.51,76.903,B
S4592,Liam,Brown,student4592@univ.edu,Male,21,CS,58.31,54.7,69.55,62.53,77.27,69.11,96.48,67.846,C
S4593,Ali,Smith,student4593@univ.edu,Female,19,Engineering,99.6,61.77,88.79,94.06,50.8,87.28,64.49,78.953,B
S4594,Ali,Smith,student4594@univ.edu,Male,25,Engineering,77.5,66.54,68.46,60.44,56.61,73.33,48.4,64.829,C
S4595,Sara,Jones,student4595@univ.edu,Female,24,Engineering,61.84,90.24,42.75,65.37,52.42,40.48,56.21,59.75,D
S4596,Maria,Johnson,student4596@univ.edu,Male,21,CS,54.95,90.75,62.75,50.44,89.23,63.85,85.1,70.662,B
S4597,Ali,Williams,student4597@univ.edu,Female,19,Business,95.1,41.15,50.39,90.64,96.63,46.91,81.0,66.561,C
S4598,Ahmed,Davis,student4598@univ.edu,Male,20,Business,50.64,96.69,40.15,80.6,67.15,76.27,63.88,65.454,C
S4599,Ahmed,Johnson,student4599@univ.edu,Female,20,Business,58.52,94.44,61.49,73.42,64.67,46.13,94.26,72.399,B
S4600,Emma,Brown,student4600@univ.edu,Female,24,CS,91.82,87.5,72.58,66.98,86.88,75.89,71.41,78.127,B
S4601,John,Johnson,student4601@univ.edu,Male,21,Engineering,73.49,68.99,53.19,92.22,91.58,86.15,41.84,68.587,C
S4602,Emma,Brown,student4602@univ.edu,Male,22,Engineering,51.52,60.37,49.54,85.22,99.65,83.03,90.29,68.016,C
S4603,John,Williams,student4603@univ.edu,Female,18,CS,96.08,87.38,87.47,60.72,81.62,82.91,41.26,78.867,B
S4604,Ahmed,Williams,student4604@univ.edu,Female,19,Mathematics,96.02,96.65,74.66,58.47,81.92,85.97,56.37,78.228,B
S4605,Liam,Williams,student4605@univ.edu,Female,22,CS,99.16,70.49,71.41,69.96,50.28,89.23,98.99,75.319,B
S4606,John,Brown,student4606@univ.edu,Male,22,CS,98.74,95.56,89.7,93.86,87.32,65.06,49.84,86.944,A
S4607,Omar,Smith,student4607@univ.edu,Female,20,CS,60.72,84.84,86.35,54.19,68.44,91.78,99.1,78.416,B
S4608,John,Brown,student4608@univ.edu,Female,18,CS,50.81,75.64,82.82,70.54,77.26,40.8,46.8,70.082,B
S4609,Ali,Jones,student4609@univ.edu,Male,19,Business,63.49,65.3,88.7,98.34,78.28,58.12,44.87,75.991,B
S4610,Liam,Johnson,student4610@univ.edu,Female,21,Business,52.1,91.02,60.29,97.04,56.55,72.66,94.46,74.791,B
S4611,Emma,Smith,student4611@univ.edu,Male,24,Mathematics,79.57,67.05,85.41,65.55,55.08,40.25,73.3,71.673,B
S4612,Emma,Smith,student4612@univ.edu,Male,23,Business,86.72,99.46,97.85,61.32,77.97,43.18,60.38,83.111,B
S4613,Emma,Johnson,student4613@univ.edu,Female,24,CS,85.47,99.27,43.99,66.49,99.53,96.29,78.46,74.185,B
S4614,Emma,Smith,student4614@univ.edu,Male,21,Mathematics,73.19,62.59,48.29,63.29,99.98,57.94,40.44,60.756,C
S4615,Ahmed,Smith,student4615@univ.edu,Male,20,Engineering,77.51,44.98,56.06,71.73,68.88,79.77,70.49,62.25,C
S4616,Liam,Smith,student4616@univ.edu,Female,23,Engineering,55.9,97.71,76.8,69.49,69.31,59.93,43.94,72.917,B
S4617,Omar,Davis,student4617@univ.edu,Female,24,CS,94.34,51.09,63.63,70.34,70.69,56.36,56.38,64.817,C
S4618,Sara,Williams,student4618@univ.edu,Male,19,Engineering,54.75,55.73,61.12,56.77,51.08,89.04,94.74,62.507,C
S4619,Ahmed,Williams,student4619@univ.edu,Male,21,Engineering,73.6,63.22,57.35,52.88,73.19,85.88,85.71,65.325,C
S4620,Emma,Williams,student4620@univ.edu,Male,18,CS,50.21,42.25,43.19,73.4,51.94,43.39,77.17,52.519,D
S4621,Liam,Williams,student4621@univ.edu,Male,23,Business,91.55,97.06,75.31,83.32,86.3,51.3,87.24,83.577,B
S4622,Omar,Davis,student4622@univ.edu,Male,19,Engineering,84.39,65.43,55.61,92.24,95.94,43.65,85.56,72.376,B
S4623,Omar,Brown,student4623@univ.edu,Female,25,Engineering,72.31,66.81,95.24,93.15,90.88,81.43,60.54,82.351,B
S4624,John,Johnson,student4624@univ.edu,Female,20,Mathematics,53.46,42.17,56.01,94.19,88.41,67.63,62.08,63.142,C
S4625,Ali,Smith,student4625@univ.edu,Male,18,Mathematics,84.27,65.69,52.25,87.18,93.45,53.07,47.5,67.065,C
S4626,John,Brown,student4626@univ.edu,Male,21,Business,70.11,71.11,48.13,93.08,59.6,80.99,57.25,65.368,C
S4627,Sara,Johnson,student4627@univ.edu,Female,20,Mathematics,50.96,64.39,72.63,77.39,74.17,46.4,97.78,70.886,B
S4628,John,Brown,student4628@univ.edu,Male,23,Mathematics,87.64,92.87,42.37,65.73,86.8,72.08,53.22,67.514,C
S4629,Omar,Davis,student4629@univ.edu,Male,20,Mathematics,99.06,67.9,45.56,96.47,89.98,78.81,64.78,71.041,B
S4630,Ahmed,Brown,student4630@univ.edu,Male,25,CS,50.49,82.06,93.07,69.43,85.96,77.87,98.54,82.14,B
S4631,Ali,Jones,student4631@univ.edu,Male,18,Engineering,63.65,51.94,71.32,74.06,70.39,48.2,49.01,63.608,C
S4632,Omar,Johnson,student4632@univ.edu,Female,24,Mathematics,79.29,96.05,54.28,94.59,58.96,94.63,88.61,77.1,B
S4633,Ali,Davis,student4633@univ.edu,Male,18,CS,66.68,98.77,71.0,88.95,78.23,52.43,98.15,81.324,B
S4634,Ali,Smith,student4634@univ.edu,Female,24,Business,69.31,65.73,53.95,71.36,69.08,90.23,53.97,63.782,C
S4635,Ahmed,Jones,student4635@univ.edu,Female,22,Mathematics,90.87,91.47,87.07,79.8,91.61,68.13,98.19,87.858,A
S4636,Ahmed,Jones,student4636@univ.edu,Male,24,Engineering,67.56,68.52,86.48,92.94,60.23,92.22,89.86,79.965,B
S4637,Omar,Davis,student4637@univ.edu,Female,25,CS,71.24,56.94,49.64,83.37,61.27,61.17,89.71,64.066,C
S4638,Ahmed,Davis,student4638@univ.edu,Male,20,CS,69.0,57.73,77.57,66.73,79.83,86.71,94.35,73.48,B
S4639,Maria,Brown,student4639@univ.edu,Female,24,CS,55.42,71.33,54.58,57.29,69.58,89.64,69.63,63.178,C
S4640,Ali,Davis,student4640@univ.edu,Male,24,Mathematics,73.35,90.04,89.48,52.78,87.06,90.46,42.26,77.559,B
S4641,John,Jones,student4641@univ.edu,Male,20,Business,51.45,90.09,57.72,90.6,68.46,97.08,53.8,71.149,B
S4642,Omar,Johnson,student4642@univ.edu,Female,18,Engineering,96.52,80.46,83.02,94.5,96.16,61.1,74.59,84.955,B
S4643,Sara,Johnson,student4643@univ.edu,Female,24,Mathematics,60.51,74.08,92.89,80.58,89.72,47.58,95.26,81.698,B
S4644,Ali,Smith,student4644@univ.edu,Male,24,Engineering,74.39,48.1,67.3,56.88,87.33,51.47,79.7,65.058,C
S4645,Emma,Davis,student4645@univ.edu,Male,18,CS,77.14,83.68,87.69,81.66,66.05,56.14,64.49,78.867,B
S4646,John,Davis,student4646@univ.edu,Male,18,Engineering,61.79,85.86,52.74,98.38,57.3,40.16,64.97,68.165,C
S4647,Ali,Williams,student4647@univ.edu,Female,21,Engineering,92.26,99.55,65.17,73.78,66.92,42.43,55.32,74.099,B
S4648,Emma,Jones,student4648@univ.edu,Female,18,CS,97.16,99.47,76.85,68.09,95.55,46.15,85.72,83.313,B
S4649,John,Johnson,student4649@univ.edu,Male,25,Business,77.76,66.22,44.8,72.36,83.42,89.09,71.41,65.252,C
S4650,Emma,Smith,student4650@univ.edu,Male,18,Business,73.53,71.83,92.21,59.98,52.01,93.41,77.07,75.957,B
S4651,Ali,Johnson,student4651@univ.edu,Female,25,CS,77.72,51.49,40.21,50.29,79.19,52.86,82.58,56.497,D
S4652,Maria,Smith,student4652@univ.edu,Female,18,CS,86.94,46.75,80.33,85.19,82.59,64.51,58.14,72.22,B
S4653,Emma,Williams,student4653@univ.edu,Female,19,CS,86.69,53.48,43.12,51.13,92.41,40.27,58.66,57.091,D
S4654,Ali,Smith,student4654@univ.edu,Male,23,Engineering,58.74,71.57,78.63,73.82,98.12,46.41,94.14,76.397,B
S4655,Sara,Johnson,student4655@univ.edu,Female,25,Business,97.32,68.13,76.66,64.71,75.83,54.71,86.32,75.013,B
S4656,Maria,Smith,student4656@univ.edu,Female,23,Engineering,58.1,65.28,46.96,98.33,78.6,40.75,89.12,66.513,C
S4657,Ali,Williams,student4657@univ.edu,Male,25,CS,78.66,96.45,76.18,70.46,73.47,85.67,41.2,76.33,B
S4658,Omar,Jones,student4658@univ.edu,Female,18,Engineering,56.44,94.16,89.07,57.91,61.79,65.23,68.93,76.217,B
S4659,Emma,Johnson,student4659@univ.edu,Male,20,CS,87.39,85.13,84.89,99.26,85.15,98.13,52.44,84.786,B
S4660,Emma,Williams,student4660@univ.edu,Male,19,Engineering,74.74,77.69,72.34,81.84,92.41,53.16,55.39,74.428,B
S4661,Ali,Jones,student4661@univ.edu,Female,23,CS,62.54,84.07,46.39,88.52,62.19,70.18,79.78,67.969,C
S4662,John,Williams,student4662@univ.edu,Female,22,CS,88.49,42.7,67.26,70.9,73.29,46.71,80.09,65.876,C
S4663,Ali,Williams,student4663@univ.edu,Male,24,Mathematics,82.44,82.39,44.49,60.87,65.98,48.19,61.6,62.367,C
S4664,Emma,Brown,student4664@univ.edu,Female,25,Business,86.97,72.08,83.38,98.96,79.93,55.31,55.57,79.286,B
S4665,Ahmed,Williams,student4665@univ.edu,Male,21,CS,70.13,53.35,95.89,88.65,84.92,79.55,46.75,76.892,B
S4666,Maria,Williams,student4666@univ.edu,Female,18,Engineering,98.14,85.02,61.52,90.35,89.61,53.07,69.72,77.413,B
S4667,Liam,Johnson,student4667@univ.edu,Male,18,Mathematics,82.76,73.04,64.76,95.62,82.82,62.81,67.97,74.874,B
S4668,Ali,Williams,student4668@univ.edu,Female,19,Business,90.24,71.78,80.41,52.08,78.12,67.73,95.25,76.038,B
S4669,Emma,Davis,student4669@univ.edu,Male,20,Engineering,60.27,76.51,80.51,92.11,70.95,71.9,69.61,76.95,B
S4670,Omar,Smith,student4670@univ.edu,Male,21,CS,99.52,92.58,44.95,74.41,86.48,95.95,62.48,72.808,B
S4671,John,Brown,student4671@univ.edu,Male,19,Engineering,76.76,49.47,77.71,83.1,57.74,94.76,95.01,73.361,B
S4672,Emma,Davis,student4672@univ.edu,Female,20,Mathematics,60.05,90.47,64.24,98.55,80.71,67.43,45.68,74.164,B
S4673,Maria,Williams,student4673@univ.edu,Male,21,Business,96.0,60.07,90.67,66.86,96.09,98.31,40.51,77.419,B
S4674,Sara,Johnson,student4674@univ.edu,Female,18,Mathematics,52.24,67.03,95.69,50.71,76.44,61.84,81.77,73.857,B
S4675,Ahmed,Brown,student4675@univ.edu,Female,19,Business,55.29,51.56,77.76,71.54,66.18,58.67,75.49,67.001,C
S4676,Ahmed,Davis,student4676@univ.edu,Female,20,Business,53.41,96.02,71.2,83.51,63.29,41.23,57.44,72.566,B
S4677,Omar,Davis,student4677@univ.edu,Male,18,Mathematics,73.08,71.57,86.52,56.06,70.16,76.28,81.6,74.977,B
S4678,John,Davis,student4678@univ.edu,Female,19,CS,85.55,83.43,95.29,61.23,90.96,73.67,95.31,85.323,A
S4679,Maria,Davis,student4679@univ.edu,Male,25,Engineering,71.49,90.19,82.81,99.85,63.35,72.47,65.65,81.531,B
S4680,Emma,Brown,student4680@univ.edu,Female,24,Business,61.16,96.74,72.89,97.83,65.52,47.15,73.8,78.295,B
S4681,Ahmed,Williams,student4681@univ.edu,Female,18,Mathematics,53.6,98.29,60.59,82.21,54.18,59.89,54.93,69.432,C
S4682,Ahmed,Williams,student4682@univ.edu,Male,23,CS,54.44,47.52,66.21,84.76,81.01,67.21,49.27,63.913,C
S4683,Ahmed,Brown,student4683@univ.edu,Male,19,CS,68.48,73.26,81.97,89.46,57.56,81.5,48.96,74.237,B
S4684,Ali,Davis,student4684@univ.edu,Female,25,Engineering,84.0,96.35,89.71,94.3,57.04,83.37,40.15,82.615,B
S4685,Ali,Jones,student4685@univ.edu,Female,20,Business,50.05,50.67,83.81,81.34,71.11,69.07,58.5,68.897,C
S4686,Omar,Davis,student4686@univ.edu,Female,21,Engineering,68.98,74.96,64.4,52.11,84.96,50.41,52.93,65.336,C
S4687,Maria,Williams,student4687@univ.edu,Male,24,Engineering,90.62,42.21,42.9,59.3,54.84,50.99,64.27,53.73,D
S4688,Ali,Williams,student4688@univ.edu,Female,18,Mathematics,64.77,75.37,57.3,63.44,82.06,89.9,64.77,67.435,C
S4689,Emma,Davis,student4689@univ.edu,Male,20,Business,82.01,65.35,53.67,64.43,86.77,92.79,65.55,66.908,C
S4690,Maria,Jones,student4690@univ.edu,Female,24,CS,58.51,69.15,86.72,71.98,61.48,76.17,68.6,73.31,B
S4691,Omar,Davis,student4691@univ.edu,Male,19,Mathematics,66.41,86.7,70.15,81.54,91.23,87.72,94.92,80.258,B
S4692,Liam,Smith,student4692@univ.edu,Female,22,Mathematics,68.39,45.16,83.8,61.99,88.27,59.12,42.47,66.34,C
S4693,Ali,Jones,student4693@univ.edu,Male,20,Engineering,50.62,83.25,88.61,94.85,58.61,86.39,95.14,82.217,B
S4694,Ali,Johnson,student4694@univ.edu,Male,22,Business,58.15,86.95,81.7,96.22,52.48,74.59,69.57,78.082,B
S4695,Maria,Jones,student4695@univ.edu,Female,20,Engineering,63.7,65.11,68.4,68.99,50.14,74.94,55.95,64.617,C
S4696,Omar,Smith,student4696@univ.edu,Male,25,CS,71.96,72.97,73.44,72.81,73.72,74.96,85.38,74.401,B
S4697,Liam,Williams,student4697@univ.edu,Female,20,Mathematics,65.77,91.51,89.45,81.89,65.8,62.39,54.58,79.155,B
S4698,Maria,Davis,student4698@univ.edu,Female,18,Engineering,85.1,66.99,70.03,73.36,82.36,76.2,97.28,75.695,B
S4699,John,Davis,student4699@univ.edu,Female,18,Business,62.55,97.87,58.23,87.52,83.93,82.12,53.74,74.299,B
S4700,John,Davis,student4700@univ.edu,Female,25,Engineering,51.7,86.09,91.61,90.79,90.36,48.19,52.93,80.228,B
S4701,Ahmed,Smith,student4701@univ.edu,Female,19,CS,63.31,89.12,40.41,93.5,96.0,93.84,69.23,71.518,B
S4702,Liam,Smith,student4702@univ.edu,Male,20,CS,89.58,68.63,98.28,90.77,86.4,76.74,58.13,84.073,B
S4703,Emma,Johnson,student4703@univ.edu,Female,19,Engineering,55.3,68.73,62.0,93.95,57.15,65.93,62.05,67.185,C
S4704,Ahmed,Johnson,student4704@univ.edu,Male,23,CS,84.16,85.42,88.87,88.28,56.71,52.41,68.39,80.534,B
S4705,Sara,Davis,student4705@univ.edu,Male,20,Engineering,75.31,75.17,67.01,50.4,58.15,57.68,92.46,68.173,C
S4706,Emma,Smith,student4706@univ.edu,Male,24,Engineering,95.04,94.99,82.99,67.46,72.18,69.61,82.59,82.476,B
S4707,Liam,Davis,student4707@univ.edu,Male,19,CS,83.69,48.1,67.4,63.08,63.06,69.13,59.82,63.416,C
S4708,Maria,Jones,student4708@univ.edu,Male,21,Mathematics,94.21,93.68,60.4,78.5,63.98,78.65,71.46,75.529,B
S4709,Ahmed,Johnson,student4709@univ.edu,Male,20,Engineering,69.9,93.87,65.3,54.88,61.58,61.57,68.93,69.715,C
S4710,Liam,Jones,student4710@univ.edu,Male,21,Business,93.18,76.87,59.42,56.18,99.58,76.8,48.72,69.615,C
S4711,Sara,Jones,student4711@univ.edu,Female,24,Business,70.52,74.99,88.79,86.74,63.64,43.21,91.5,79.373,B
S4712,Sara,Jones,student4712@univ.edu,Female,23,Mathematics,64.95,86.2,56.63,63.54,71.3,71.22,85.58,69.504,C
S4713,John,Brown,student4713@univ.edu,Male,20,Mathematics,93.41,55.48,67.95,68.28,77.69,73.74,69.69,69.489,C
S4714,John,Williams,student4714@univ.edu,Male,23,Mathematics,64.82,94.62,52.59,74.06,89.95,88.81,93.34,75.062,B
S4715,Ahmed,Williams,student4715@univ.edu,Female,21,Business,52.97,81.53,45.67,68.75,73.28,81.34,72.24,64.236,C
S4716,Emma,Johnson,student4716@univ.edu,Female,22,Engineering,52.15,81.89,82.95,63.63,76.25,48.08,40.31,70.083,B
S4717,Ali,Davis,student4717@univ.edu,Male,24,Engineering,79.01,60.03,52.69,55.37,85.7,87.93,66.4,63.626,C
S4718,Omar,Williams,student4718@univ.edu,Female,21,Business,62.74,47.81,40.81,69.83,57.24,80.89,92.12,57.534,D
S4719,Sara,Brown,student4719@univ.edu,Female,25,Mathematics,99.34,64.7,48.39,95.81,82.58,94.49,59.3,70.675,B
S4720,Emma,Smith,student4720@univ.edu,Female,18,Business,93.05,62.31,77.98,86.04,93.54,46.46,48.51,74.595,B
S4721,Liam,Davis,student4721@univ.edu,Female,24,Business,66.77,54.33,83.93,94.95,98.22,41.06,94.65,78.305,B
S4722,Omar,Smith,student4722@univ.edu,Male,21,Mathematics,89.18,47.97,62.89,89.5,78.42,80.45,43.27,66.996,C
S4723,Ahmed,Jones,student4723@univ.edu,Male,21,Business,85.06,91.36,74.99,62.42,79.47,92.17,91.9,80.383,B
S4724,Emma,Brown,student4724@univ.edu,Female,25,Mathematics,52.42,49.25,67.26,70.78,78.22,73.45,96.9,67.072,C
S4725,Ahmed,Davis,student4725@univ.edu,Male,18,Business,68.57,53.41,89.19,66.08,97.22,45.56,53.58,71.566,B
S4726,Maria,Brown,student4726@univ.edu,Male,20,Business,52.54,93.53,45.56,79.92,50.69,68.17,41.68,62.262,C
S4727,Liam,Brown,student4727@univ.edu,Female,25,Engineering,73.33,54.37,82.58,83.61,57.29,61.74,70.99,71.438,B
S4728,Emma,Jones,student4728@univ.edu,Male,24,CS,70.04,88.95,92.03,83.62,99.72,94.93,77.16,87.38,A
S4729,Ahmed,Brown,student4729@univ.edu,Male,22,Business,60.72,84.64,56.24,67.25,81.66,96.87,92.41,72.21,B
S4730,Sara,Davis,student4730@univ.edu,Male,18,Business,63.04,64.63,55.71,87.88,77.43,96.81,54.59,67.168,C
S4731,Liam,Brown,student4731@univ.edu,Male,24,CS,90.39,86.94,81.94,67.06,71.63,91.62,73.6,80.172,B
S4732,John,Jones,student4732@univ.edu,Male,21,CS,64.79,98.18,49.25,96.2,99.48,69.48,70.84,75.826,B
S4733,John,Jones,student4733@univ.edu,Male,18,Engineering,61.93,76.79,79.37,95.74,57.3,73.46,41.61,73.287,B
S4734,Liam,Smith,student4734@univ.edu,Male,25,Business,98.87,83.52,71.41,66.92,70.03,67.2,75.76,75.991,B
S4735,Maria,Williams,student4735@univ.edu,Male,25,Engineering,84.05,93.3,43.88,56.38,70.35,40.86,68.29,64.593,C
S4736,Emma,Brown,student4736@univ.edu,Female,19,CS,72.81,98.78,91.46,54.85,58.35,72.77,82.56,80.432,B
S4737,Sara,Smith,student4737@univ.edu,Male,24,CS,91.3,57.78,81.59,89.96,88.09,47.6,41.35,73.981,B
S4738,Omar,Johnson,student4738@univ.edu,Male,20,Business,72.06,86.27,86.54,65.41,82.43,99.53,91.26,82.579,B
S4739,Omar,Smith,student4739@univ.edu,Female,21,Mathematics,97.06,43.86,69.63,93.68,83.44,99.8,77.78,74.531,B
S4740,Omar,Williams,student4740@univ.edu,Male,19,Mathematics,66.85,44.55,76.89,83.09,90.64,66.07,42.97,67.79,C
